kiosk_no,owner,distirict,term_no,lat,lon,title,term_type,address
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01249,40.762195,29.918037,TREN GARI TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01247,40.765361,29.941089,MİLLİ İRADE TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01220,40.757294,29.830856,DERİNCE-AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01155,40.796176,29.442412,GEBZE CENTER-TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01145,40.823359,29.925402,UMUTTEPE B KAPISI - AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01140,40.817815,29.511233,TAVŞANLI MERKEZ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01139,40.772647,29.407703,DARICA FARABİ AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01183,40.76604,29.928476,CUMHURİYET PARKI-AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01166,40.681636,29.898611,KİRAZLIKENT YENİKÖY AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01148,40.82428,29.920934,UMUTTEPE PERON AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01195,40.810035,29.366553,GEBZE TEKNİK ÜNİVERSİTESİ-AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01137,40.761705,29.924989,01137 - HALKEVİ 3 - TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01188,40.824177,29.920826,UMUTTEPE PERON AVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001027,ULAŞIMPARK TVM BAYİLİĞİ,null,01138,40.7678,29.96264,MEHMET ALİ PAŞA TRAMVAY TVM,5,YAHYAKAPTAN MAH ELZEM SOK 68/5 İZMİT/KOCAELİ
0040001032,ŞERİF YETİM,null,01146,40.825113,29.371156,MEYDAN KURUYEMİŞ,0,YENİ MAH. 5122. SK. 2 B ÇAYIROVA/ KOCAELİ 
0040001071,ZAFER AYDIN,null,01190,40.771628,29.810287,EFE BÜFE,0,YENİKENT MAH. GAZİ MUSTAFA KEMAL CAD. 15 Z 15 
0040001074,FERDA ATABAY,null,01193,40.692745,30.052528,ATABAY MARKET,0,ÇEPNİ MAH. MESUDİYE CAD. 106 B 
0040001076,İZZET YILMAZ,null,01196,40.7764,29.966107,İZ BÜFE   AK BÜFE ,0,TAVŞANTEPE MAH. TURAN GÜNEŞ CAD. 495/1B 
0040001083,AYŞE DURMUŞ,null,01203,40.765487,29.876996,KÖŞEM MARKET,0,DOĞAN MAH. SEMT LOZAN CAD. 36 
0040001168,SİNAN YALÇIN,null,01302,40.757603,29.835857,YALÇIN MARKET,0,ÇENEDAĞ MAH ESENTEPE CAD 19 A 
0040001187,MEHMET NOGAY,null,01326,40.772254,29.950409,NOGAY KURUYEMİŞ,0,28 HAZİRAN MAH T.GÜNEŞ CAD 269 F 
0040001196,İSA HOROZ,null,01336,40.766022,29.928172,HOROZ PARK KURUYEMİŞ,0,VELİ AHMET MAH H.KASIM SOK 60 A 
0040001221,KATİPOĞULLARI ISI CİHAZLARI ÜRETİM PAZ. SAN.TİC.LTD.ŞTİ.,null,01367,40.80003,29.430674,KATİBİM BÜFE ,0,M.PAŞA MAH Y.BAĞDAT CAD 565 B 
0040001239,MUSTAFA KARAKOÇ,null,01387,40.710007,29.830803,ALFA BİLİŞİM,0,ŞEHİTLER MAH BARBAROS HAYRETTİN CAD 74 B B 
0040001114,EMİNE ŞENGÜL,null,01238,40.703645,30.023794,ATA KIRTASİYE,0,ATAŞEHİR MAH. ŞEHİT VOLKAN SABAZ SOK. 10 C 
0040001120,BETÜL KURHAN,null,01244,40.771626,29.81058,ÇITIR KURUYEMİŞ,0,YENİKENT MAH. G.MUSTAFA KEMAL CAD. ESKİ İŞ MERKEZ 22 
0040001134,ÜMİT ŞENSOY,null,01268,40.779296,29.406009,ŞENSOY BÜFE,0,FEVZİ ÇAKMAK MAH. İSTASYON CAD. NO:505/C 
0040001144,MUSTAFA GÜNDOĞDU,null,01278,40.773538,29.962409,GÜNDOĞDU MARKET,0,YENİŞEHİR MAH. AHMET ZİYA SOK. 67 A 
0040001167,SELMA YILDIZ,null,01301,40.691928,30.040405,YILDIZ TİCARET,0,ŞEVKATİYE MAH ANAYURT CAD 11 B 
0040001183,SADIK BEKİL,null,01328,40.702372,30.101009,TARMAR MARKET,0,DERBENT MAH AHMET LÜTFÜ ARAT BLV 23 B 
0040001183,SADIK BEKİL,null,01322,40.69571,30.091619,TARMAR MARKET,0,DERBENT MAH AHMET LÜTFÜ ARAT BLV 23 B 
0040001229,EMEL BAYRAM,İZMİT,01376,40.777907,29.702221,ATMACA MARKET,0,KİRAZLIYALI MAH GAZİ MUSTAFA KEMAL CAD 99 A 
0040001230,HASAN ALİ KÖSALI,null,01377,40.777216,29.404737,SEZER TİCARET,0,K.KARABEKİR MAH ISTASYON CAD 473B 
0040001243,GÜLCAN GÖKÇEN,null,01391,40.702765,29.858861,TAÇMAR MARKET,0,KARAKÖPRÜ MAH ORHANGAZİ CAD 54 A 
0040001248,EMİNE KILIÇ,null,01396,40.778788,29.388322,BERA BİLİŞİM,0,KAZIMKARABEKİR MAH BATTAL GAZİ CAD 64 
0040001258,ZEYNEP AKABİLGİN,null,01415,40.762535,29.81333,ÇINAR BÜFE,0,İBNİSİNA MAH LOJMAN SOK NO:14A 
0040001264,GÖKHAN BAĞCI,null,01420,40.771967,29.948975,BAĞCI MARKET,0,ERENLER MAH ESKİ İSTANBUL CAD 13 D 
0040001266,GÜLCAN KÖSEM,null,01422,40.766089,29.874434,BEREKET MİNİ MARKET,0,KOCATEPE MAH İSMAİL ÖZEN CAD 23/1 
0040001276,ÖMER APAYDIN,null,01432,40.770414,29.957955,ÖMER APAYDIN,0,YENİ MAH LOZAN CAD 25/38 
0040001278,MUSTAFA BALYEMEZ,null,01434,40.762328,29.930344,ELİT BÜFE,0,ÖMERAĞA MAH TAHSİN MARMARA SOK RIZABEY APT P D 
0040001280,ZÜLEYHA YILMAZTÜRK,null,01436,40.705556,29.844286,ENES MARKET,0,ÇİFTLİK MAH. BARIŞ CAD. 56 D 
0040001115,MUSTAFA DOĞAN,null,01239,40.760849,29.951369,BUĞRAM BÜFE,0,KÖRFEZ MAH.ALİ DİKMEN SOK.NO:8/A 
0040001126,AYŞE MENGÜNOĞUL,null,01259,40.759582,29.836543,YAĞMUR MARKET,0,ÇENEDAĞ MAH. ESENTEPE CAD. 28 A 
0040001139,MEHMET KAYA,null,01273,40.777756,29.70507,KAYA MARKET,0,KİRAZLIYALI MAH. GAZİ MUSTAFA KEMAL CAD. NO:2 
0040001141,EMBİYE KURTULDU,null,01275,40.813626,29.438018,BEYMAR MARKET,0,İNÖNÜ MAH. HAMDİ PEKÇALIŞKAN CAD. 64 
0040001209,MURAT GÜROL,null,01402,40.819572,29.370721,GÜROL İLETİŞİM,0,YENİ MAH FATİH CAD 29 B 
0040001222,GÜLPERİ YÜCESOY,null,01369,40.762901,29.821765,YAĞMUR MARKET,0,SIRRIPAŞA MAH ÖĞRETMENLER CAD 49 
0040001240,AYSUN SIRMA ,null,01388,40.762558,29.805741,GÖZDE MARKET,0,İBNİ SİNA MAH PİRİ REİS C 131 
0040001295,NURULLAH MURAT,null,02039,40.790807,29.871293,AHİ MARKETLER ZİNCİRİ,0,GÜLTEPE MAH MİRALAY MUMTAZ CAD. 6 A 
0040001295,NURULLAH MURAT,null,01451,40.766493,29.909985,AHİ MARKETLER ZİNCİRİ,0,GÜLTEPE MAH MİRALAY MUMTAZ CAD. 6 A 
0040001133,AKYILDIZLAR GIDA İHTİYAÇ ÜR VE MOB.PAZ.S,null,01267,40.761493,29.786703,AKYILDIZLAR GIDA İHTİYAÇ ÜR VE MOB.PAZ.S,0,KUZEY MAH. CAHİT ZARİFOĞLU CAD. 3  
0040001152,ALİ UZUN,null,01286,40.760333,29.814863,KARADENİZ BÜFE,0,SIRRIPAŞA MAH. ÇAVDAR CAD. 30 /1B 
0040001210,MEHMET KANCA,İZMİT,01404,40.763188,29.93151,KANCA BÜFE,0,KARABAŞ MAH MİMAR SİNAN SOK MİMAR SİNAN APT 11 B 
0040001225,ERMAN ISSILAR,null,01372,40.781105,29.986329,KADİROĞULLARI MARKET,0,FEVZİ ÇAKMAK MAH KARANFİL SK 12/1 
0040001231,YAYLA ÖZTÜRK,null,01378,40.783062,29.92034,ÖZTÜRK MARKET,0,TÜYSÜZLER MAH FATİH CAD 34 A 
0040001263,EMİN SİNER,null,01419,40.832443,29.379578,HEDEF BÜFE,0,ÖZGÜRLÜK MAH. ADNAN KAHVECİ CAD. 84 B 
0040001267,NURAY DURSUN,null,01423,40.754333,29.81342,CEYDA KIRTASİYE,0,YAVUZ SULTAN MAH BİLGE SOK. SIRMA APT. NO:4/B 
0040001275,MEHMET GÜNER,null,01431,40.800494,29.964108,GÜNER BÜFE,0,TEPEKÖY MAH.BAYINDIRLIK KALICI KONUTLARI NO:5 
0040001098,HASAN KARAHAN,null,01221,40.813697,29.395382,KARAHAN GIDA,0,YAVUZ SELİM MAH. SELİMPAŞA CAD. 409 SOK. 2 
0040001135,RAİF MEHMETOĞLU,null,01269,40.767925,29.94672,PRİN BÜFE,0,KADIKÖY MAH. BAĞDAT CAD. 125 
0040001163,EMİNE ERÖZ,null,01297,40.823049,29.926835,ERDAL BAKKAL,0,KABAOĞLU MAH PROF BAKİ KOMSUOĞLU BLV ÖZEL ATA KIZ ÖĞRENCİ YURDU 501 A 
0040001169,MEHMET OLCAY,null,01303,40.753236,29.819562,OLCAY MARKET,0,DUMLUPINAR MAH URAL SOK 44 A 
0040001177,ELİF ÜLKER,null,01314,40.809483,29.454219,MARKETİM GIDA,0,SULTAN ORHAN MAH YENİ BAĞDAT CAD 534 B 
0040001220,ZİVER ATAK,null,01366,40.7622533,29.7804879,ATAK GİROS MARKET,0,BARBAROS MAH ATATÜRK BLV 111 A 
0040000018,ÖMER ÖZER - ÖZER BÜFE,İZMİT,00018,40.763516,29.927624,ÖZER BÜFE,0,ÖMERAĞA MAH. İSTİKLAL GEÇİDİ NO:1 İZMİT
0040000010,MEHMET CEVHER - CAN PİŞMANİYE,İZMİT,00651,40.761802,29.923903,CAN PİŞMANİYE,0,HALKEVİ BELEDİYE DÜKKANLARI NO:2 İZMİT/HALKEVİ
0040000010,MEHMET CEVHER - CAN PİŞMANİYE,İZMİT,00010,40.761766,29.924157,CAN PİŞMANİYE,0,HALKEVİ BELEDİYE DÜKKANLARI NO:2 İZMİT/HALKEVİ
0040000029,AKİF KOMUT - KOMUTOĞLULLARI GIDA LTD. ŞTİ.,İZMİT,00029,40.746629,29.948718,KOMUTOĞULLARI GIDA LTD. ŞTİ.,0,KÖRFEZ SAN. SİTESİ. 407 BLK 3 NL BÜFE İZMİT
0040000032,HASAN SARIKAYA - SARIKAYA KURUYEMİŞ BÜFE,İZMİT,00099,40.766113,29.934624,SARIKAYA KURUYEMİŞ,0,KARABAŞ MAH. AKÇA CAMİİ CAD. NO:125/A                     İZMİT
0040000045,YASİN KILIÇ - KILIÇ BİLGİSAYAR,DİLOVASI,00045,40.788333,29.532785,KILIÇ BİLGİSAYAR,0,MİMAR SİNAN MAH. BAĞDAT CAD. DİLOVASI/KOCAELİ
0040000054,CİHAN BARAN - BARAN MARKET,İZMİT,00064,40.776382,29.944684,BARAN MARKET,0,AKÇAKOCA EVLERİ KARŞISI NO:5 İZMİT İZMİT
0040000359,MEHMET ATAMIŞ,null,00411,40.766044,29.83358,DOĞU MARKET,0,ÇENEDAĞ MAH. TURGAY SK. NO:4 
0040000362,MUSTAFA DİRİCAN,null,00414,40.822811,29.928149,MISTIK BÜFE,0,PRF.DR.BAKİ KOMŞUOĞLU BULV. RMA İŞ MRKZ. NO:495
0040000363,HAFİZE KILIÇ,null,00415,40.723563,29.98969,GÖZDE KIRTASİYE VE İLETİŞİM,0,MEHMET AĞA MAH. KARAMÜRSEL CAD.  NO:133 BAŞİSKELE
0040000364,PİRALİ GÜL,null,00416,40.717068,30.116834,GÜLMAR,0,F.SULTAN MEHMET MAH. CENGİZ TOPEL CAD. NO:32/C KARTEPE
0040000369,YEŞİL KAPLAN,null,00421,40.765353,29.912418,2002 KÖRFEZ MARKET,0,KOZLUK MAH. İ.KOLAYLI C. SAADET A NO:1 
0040000368,NURDOĞAN ÖZDEMİR(ESKİ ÜNVANI ÖZGÜVEN GIDA),null,00460,40.6997,30.096972,BEKİROĞLU ŞAK.GIDA TUR.İNŞ.TAH.SAN.TİC.LTD.ŞTİ.,0,DERBENT MAH. BAŞAKLI SOK 23 A KARTEPE - KOCAELİ
0040000368,NURDOĞAN ÖZDEMİR(ESKİ ÜNVANI ÖZGÜVEN GIDA),null,00420,40.695633,30.0912,BEKİROĞLU ŞAK.GIDA TUR.İNŞ.TAH.SAN.TİC.LTD.ŞTİ.,0,DERBENT MAH. BAŞAKLI SOK 23 A KARTEPE - KOCAELİ
0040000367,MEHMET YILMAZ,null,00419,40.705666,30.137688,MOLLAALİOĞLU MARKET,0,ÇINARLI MAH. ÇINARLI CAD. NO:2  MAŞUKİYE-KARTEPE
0040000377,ADEM BİLGİÇ,null,02114,40.75919,29.943218,ORUÇLAR AVM,0,ESENTEPE MAH. ÇENEDAĞ CAD. NO:76 
0040000377,ADEM BİLGİÇ,null,00431,40.766253,29.794435,ORUÇLAR AVM,0,ESENTEPE MAH. ÇENEDAĞ CAD. NO:76 
0040000385,SUBAŞIOĞLU KARDEŞLER,null,00439,40.692424,30.054899,SUBAŞIOĞLU KARDEŞLER,0,SUADİYE ORTA MAH. CUMHURİYET CAD.  NO:144 KARTEPE
0040000386,ADEM BAYRAKTAR,null,00440,40.700042,30.137538,MERKEZ GIDA,0,MAŞUKİYE ÇINARLI MAH. CAMİ SK. NO:1 KARTEPE
0040000356,FATMA ALTAY,null,00408,40.76448,29.928814,ALTAYLAR BÜFE,0,ÖMERAĞA MAH. BELSA PLAZA ZEMİN KAT NO:25
0040000396,RAHMETULLAH ERDOĞAN,null,00450,40.728618,30.010798,YEŞİLKENT PAZARI MARKETİ,0,RAHMİYE MAH. ÜZÜM SK. NO:73 KARTEPE
0040000400,OĞUZ KALENDER,null,00852,40.777261,29.980854,İNDİRİM MARKET,0,DENİZ MAH. İSTASYON CAD. ZEMİNKAT NO:29/A DERİNCE/KOCAELİ
0040000403,VİLDAN YAŞAR,null,00457,40.698813,30.130296,YAŞAR MARKET,0,ÇINARLI MAH. KARTEPE CAD. NO:1 KARTEPE
0040000404,KENTKART KOCAELİ,null,00458,40.765946,29.927478,KENTKART TVM DOLUM BAYİLİĞİ -  YÜKLEMATİK,5,KOCAELİ 
0040000408,SELDA BAYTAK,null,01913,40.755459,29.82837,KIZLAR MARKET,0,DENİZCİLER CAD. NO. 210 DERİNCE/KOCAELİ
0040000408,SELDA BAYTAK,null,00464,40.75693,29.817229,KIZLAR MARKET,0,DENİZCİLER CAD. NO. 210 DERİNCE/KOCAELİ
0040000409,AYDIN YETKİNCAN,null,00465,40.691468,29.616331,DUYGU BÜFE,0,CUMHURİYET CAD. ÖZÇINAR PSJ. NO. 4 KARAMÜRSEL
0040000411,ABDULLAH ALPSAN,null,01496,40.69145,29.616436,KARAMÜRSEL GIDA,0,CAMİATİK CUM.CAD. BELEDİYE DÜ. KARAMÜRSEL/KOCAELİ
0040000411,ABDULLAH ALPSAN,null,00467,40.691741,29.618327,KARAMÜRSEL GIDA,0,CAMİATİK CUM.CAD. BELEDİYE DÜ. KARAMÜRSEL/KOCAELİ
0040000415,ALİ KARAYEL,null,00472,40.704767,29.886998,KARAYEL BİLGİSAYAR,0,YENİKÖY KAL KON. 325. ADA NO:14 BAŞİSKELE/KOCAELİ
0040000417,AHMET GÜNCÜ,null,00474,40.754842,29.794001,İHLAS BÜFE,0,FATİH MAH. İSTİKLAL CAD. NO:30 KÖRFEZ/KOCAELİ
0040000421,ENGİN ŞAHİN,null,00478,40.920284,30.077028,ŞAHİN MARKET,0,KOCAKAYMAS KÖYÜ ÇAL DURAĞI KANDIRA/KOCAELİ
0040000424,ARTI İHTİYAÇ MAD. VE AL. ME.GI. İPA.SAN TİC,null,00481,40.764529,29.846325,ARTI İHTİYAÇ MAD. VE AL. ME.GI. İPA.SAN TİC,0,ÇINARLI M. ÇENESUYU C. NO:81 DERİNCE/KOCAELİ
0040000428,ERTUĞ SEVİMLİ,null,00485,40.763939,29.932585,SEVİMLİ BÜFE,0,KARABAŞ MAH. CUMHURİYET CAD. NO:172/B İZMİT/KOCAELİ
0040000433,NECATİ CENK ANIL,null,00490,40.763241,29.852242,STAD BÜFE,0,ÇINARLI MAH. NİHAT ERİM CAD. NO:17/A DERİNCE/KOCAELİ
0040000441,HASAN BAYBURT,null,00499,40.717015,29.828333,BAYBURT KURUYEMİŞ,0,D.PINAR MAH. 19 MAYIS CAD. NO:106 GÖLCÜK/KOCAELİ
0040000441,HASAN BAYBURT,null,00498,40.717251,29.824878,BAYBURT KURUYEMİŞ,0,D.PINAR MAH. 19 MAYIS CAD. NO:106 GÖLCÜK/KOCAELİ
0040000447,İHSAN GÖNCE,null,00505,40.719292,29.820539,CADDE KURUYEMİŞ,0,MERKEZ MAH. AMİRAL SAĞLAM CAD. NO:18 GÖLCÜK/KOCAELİ
0040000448,HAKAN KILIÇ,null,00506,40.786554,29.536734,null,0,MİMARSİNAN MAH. BAĞDAT CAD. NO:55 DİLOVASI/KOCAELİ
0040000066,ERDİNÇ YILMAZ - YILMAZ SÜPERMARKET,GEBZE,00077,40.81758,29.369648,YILMAZ SÜPERMARKET,0,ÇAYIROVA MAH. FATİH CAD. NO:80  KOCAELİ--GEBZE
0040000105,SECAATTİN AYDIN - MERKEZ HİPERMARKET,GEBZE,00121,40.820375,29.419713,MERKEZ HİPERMARKET,0,YENİKENT MAH. DİCLE CAD. YEŞİLKENT SİT. M BLOK  NO:1 GEBZE
0040000136,HAYDAR KOÇ-KOÇ BÜFE,ÇAYIROVA,00154,40.827626,29.38126,KOÇ BÜFE,0,ÖZGÜRLÜK MAH. UĞUR MUMCU CAD. GÜZELTEPE NO:35 
0040000140,İBRAHİM HALİL KARDAŞ -,GEBZE,01658,40.830016,29.42038,KARDEŞLER GIDA,0,İNÖNÜ MAH. MUTLUKENT GÜNEŞ 2. BLK NO:15 GEBZE
0040000140,İBRAHİM HALİL KARDAŞ -,GEBZE,00252,40.82988,29.41924,KARDEŞLER GIDA,0,İNÖNÜ MAH. MUTLUKENT GÜNEŞ 2. BLK NO:15 GEBZE
0040000140,İBRAHİM HALİL KARDAŞ -,GEBZE,00161,40.829338,29.420325,KARDEŞLER GIDA,0,İNÖNÜ MAH. MUTLUKENT GÜNEŞ 2. BLK NO:15 GEBZE
0040000144,SAFYA DAŞDEMİR - GÜNER MARKET ,DARICA,00167,40.78741,29.373116,GÜNER MARKET,0,O. GAZİ MAH. A.OĞLU CAD. NO:84 GEBZE 
0040000155,ALİ KEMAL YILMAZ,YEŞİLOVA,01501,40.787338,29.97191,YILMAZ MARKET,0,YEŞİLOVA MAH. TURAN GÜNEŞ CAD. NO:446 İZMİT
0040000155,ALİ KEMAL YILMAZ,YEŞİLOVA,00179,40.787504,29.971614,YILMAZ MARKET,0,YEŞİLOVA MAH. TURAN GÜNEŞ CAD. NO:446 İZMİT
0040000150,VEYSEL AKINCI,İZMİT,00173,40.772475,29.951043,AKIN KURUYEMİŞ,0,TURAN GÜNEŞ CAD. 28 HAZ. MAH. ÜSTÜN SOK.   NO:1            BEKİRPAŞA-İZMİT
0040000107,SERDAR GÜMÜŞ - GÜMÜŞ KURUYEMİŞ,DERİNCE,00123,40.756267,29.831054,GÜMÜŞ KURUYEMİŞ,0,ÇENEDAĞ MAH. HAFIZ HASAN YILMAZ CAD. NO:58/A DERİNCE
0040000139,BİLAL KOÇAL- KOÇALLAR ELEKTRONİK ,DARICA,00157,40.776885,29.404469,KOÇALLAR ELEKTRONİK,0,FEVZİ ÇAKMAK MAH. İSTASYON CAD. NO: 460/A  DARICA
0040000142,YAŞAR VURDU - VURDU BÜFE,ÇAYIROVA,01368,40.817067,29.368334,VURDU BÜFE,0,FATİH CAD. NO:10 GEBZE  
0040000142,YAŞAR VURDU - VURDU BÜFE,ÇAYIROVA,00165,40.812653,29.368722,VURDU BÜFE,0,FATİH CAD. NO:10 GEBZE  
0040000167,ŞAKİR ÖZSOY,DÜN. BAN. KAL. KON,00191,40.788983,29.944401,STAR MARKET,0,MALTA MAH. DÜNYA BANKASI KALICI KONUTLARI 555.ADA B1 BLOK NO:7
0040000171,BEDRİYE ŞENER,GÜNDOĞDU,00198,40.793943,29.955357,FUNDA GIDA VE TUHAFİYE,0,GÜNDOĞDU MAH. ZÜBEYDE HANIM CAD. NO:228  İZMİT-KOCAELİ
0040000108,ORHAN AKBULAK - ATAMERT MARKET,DARICA,00124,40.784566,29.378657,ATAMERT MARKET,0,OSMAN GAZİ MAH. LOKMAN HEKİM CAD. NO:77 GEBZE
0040000165,ORHAN YAĞCI,KOCAELI,00290,40.765581,29.876642,GÖNÜL KURUYEMİŞ,0,TURAN GÜNEŞ CAD. DEVLET HASTANESİ  İZMİT- KOCAELİ
0040000173,KADİR BAYRAK,DERİNCE,00200,40.763115,29.83703,ÇAVUŞOĞLU SÜPERMARKET,0,ESENTEPE CAD. N0:84 DERİNCE İZMİT-KOCAELİ
0040000176,VEHBİ KONUR,KURUÇEŞME,00203,40.764018,29.888026,HANIMELİ BÖREKÇİSİ,0,YENİ MAH. INKILAP CAD. IŞIK APT. NO:2 İZMİT-KOCAELİ
0040000186,YAŞAR GÜNEŞ,ŞEKERPINAR,00214,40.861481,29.376259,GÖÇMAR GIDA,0,CUMHURİYET MAH. 172. ADA ZEMİN KAT NO:1 ŞEKERPINAR-GEBZE
0040000201,MAHİR ŞENGÜL,BEKİRPAŞA,00230,40.770714,29.947883,ŞENGÜL TİCARET,0,ERENLER MAH. TURAN GÜEŞ CAD. NO:235 BEKİRPAŞA-İZMİT
0040000203,NURCAN TOKATLI,YARIMCA,00232,40.775682,29.74598,ERKA KIRTASİYE,0,HACI OSMAN MAH. BAĞDAT CAD. NO:204  YARIMCA-KÖRFEZ
0040000207,GÖKHAN ŞEVİK,DARICA,00236,40.777512,29.412784,TUNA ELEKTRONİK,0,ABDİ İPEKÇİ MAH. REŞAT NURİ GÜNTEKİN CAD. NO:59 DARICA-KOCAELİ 
0040000228,HATİP YAZIR,null,00674,40.776404,29.737986,ENGİN GIDA ,0,ATALAR MAH. İSTASYON YANI NO:2 KÖRFEZ
0040000228,HATİP YAZIR,null,00259,40.773243,29.730568,ENGİN GIDA ,0,ATALAR MAH. İSTASYON YANI NO:2 KÖRFEZ
0040000266,YILMAZ AKIN,null,00316,40.758076,29.793084,OFLULAR MARKET,0,FATİH MAH. 4.SOKAK  NO:34 KÖRFEZ/KOCAELİ
0040000245,NURTEN KARABULUT,null,01418,40.742967,30.018775,KÖSEKÖY,0,BAHÇELİEVLER MAH. KUL SK.NO:2 KARTEPE/KOCAELİ
0040000245,NURTEN KARABULUT,null,01026,40.743582,30.046676,KÖSEKÖY,0,BAHÇELİEVLER MAH. KUL SK.NO:2 KARTEPE/KOCAELİ
0040000245,NURTEN KARABULUT,null,00289,40.742323,30.036584,KÖSEKÖY,0,BAHÇELİEVLER MAH. KUL SK.NO:2 KARTEPE/KOCAELİ
0040000251,KADRİYE YAZMAN ,null,00298,40.800614,29.43065,YAZMAN BÜFE,0,MUSTAFA PAŞA MAH. MİNİBÜS DURAKLARI NO:17 GEBZE/KOCAELİ
0040000279,RECEP ŞIK,null,00329,40.750534,29.788701,ESER GIDA PAZARI,0,KÖRFEZ GÜNEY MAH. TUĞRUL ACD. NO:137 KÖRFEZ/KOCAELİ
0040000305,ERAY KELEŞ,null,01091,40.764364,29.956291,SUARE MÜZİK EVİ,0,GÜLTEPE MAH.İSTANBUL CAD. MEHTAP APT. NO:66/1 İZMİT/KOCAELİ
0040000305,ERAY KELEŞ,null,00355,40.76632,29.908526,SUARE MÜZİK EVİ,0,GÜLTEPE MAH.İSTANBUL CAD. MEHTAP APT. NO:66/1 İZMİT/KOCAELİ
0040000312,MEHPARE BUDAK,null,01001,40.773385,29.801938,ÖZLEM BÜFE,0,YENİKENT MAH. SERPİL SK. NO:4 11.NOLU KOOP.KARŞISI Derince/KOCAELİ
0040000312,MEHPARE BUDAK,null,00363,40.773418,29.815459,ÖZLEM BÜFE,0,YENİKENT MAH. SERPİL SK. NO:4 11.NOLU KOOP.KARŞISI Derince/KOCAELİ
0040000316,DİLEK UYMAZ,null,00367,40.764914,29.857065,DİLEK BAKKALİYESİ,0,ŞİRİNTEP MAH. KOCAMIŞOĞLU SK. YENİ BİRLİK A BLOK APT.ALTI. NO:22/11 İzmit/KOCAELİ
0040000317,BÜLBÜLOĞULLARI YEMEK VE TOPTAN GIDA LTD. ŞTİ,null,00369,40.746791,29.951082,BÜLBÜLOĞULLARI,0,KÖRFEZ SAN.SİT. 418-406 BLOK ARASI 2NL.BÜFE İzmit/KOCAELİ
0040000264,ALİ HİKMET AKKAYA,null,00314,40.760575,29.953906,AKKAYA MARKET,0,KÖRFEZ MAH. Ş.BASRİ SK. NO:56 42 EVLER İZMİT/KOCAELİ
0040000219,ZEYNEL ERDOĞAN,YENİKENT,00249,40.771972,29.808779,MEHTAP BÜFE,0,YENİKENT MAH. TURGUT ÖZAL CAD. BAŞAK SOK. NO:8 
0040000268,YUSUF ALTUNTAŞ,null,00318,40.784641,29.373538,ALTUNTAŞ BAKKAL,0,OSMAN GAZİ MAH. AŞIROĞLU CAD. NO:56 DARICA/KOCAELİ
0040000256,HACER ÖZCAN,KÖSEKÖY,00308,40.742698,30.057388,BARAN BİLİŞİM,0,KÖSEKÖY ULUS MAH. CAMİ SK. NO:30 KARTEPE/KOCAELİ
0040000274,ADNAN KILIÇ,KOSEKOY,00324,40.75535,30.018464,KÖŞEM MARKET,0,DUMLUPINAR MAH. SAKIP SABANCI CAD. NO:119/A KARTEPE/KOCAELİ
0040000314,NİMET KUZU,null,00365,40.772548,29.95231,ÇITIR KURUYEMİŞ,0,M.ALİ PAŞA MAH. T.GÜNEŞ CAD. NO:242 İZMİT/KOCAELİ
0040000208,EMİN ÖZCAN,null,00237,40.764917,29.932743,ÖZ-EM PASTANELERİ,0,KARABAŞ MAH. İSTİKLAL CAD. NO:153 
