kiosk_no,owner,distirict,term_no,lat,lon,title,term_type,address
0040001833,MUHAMMET ATA ERCAN,GEBZE,02135,40.75919,29.943218,PARK BÜFE,0,ABDİİPERKCİ MAH. OSMANHAMDİ BEY CAD. NO:2/B
0040001835,FEHMİ BEN,DERİNCE,02137,40.75502,29.831414,DENİZ BÜFE,0,DENİZ MAH. İSTASYON CAD. NO:36/A DERİNCE/KOCAELİ
0040001837,ALİ MERTTÜRK,null,02156,40.746314,30.03914,3A 1001 ÇEŞİT,0,ATAEVLER MAH.İSMET PAŞA CAD.NO:60/C
0040001842,SABAHATTİN ÖZPINAR,null,02161,40.717762,30.117058,ÖZPINAR BAKKAL,0,ACISU MAH.KINALITAŞ CAD.NO:1/D
0040001852,MUSTAFA SEZER,null,02171,40.78738,29.989337,SEZER MARKET,0,KARADENİZLİLER MAH.ÖMER MUHTAR CAD.NO:1/A
0040001854,ALİ RIZA ASLAN,null,02173,40.773408,29.956742,ELİF PASTA BÖREK CAFE,0,BEKİRDERE MAH. TURAN GÜNEŞ CAD. NO:365 İZMİT/KOCAELİ
0040001863,BEDİRCAN TUNCA,null,02183,40.75919,29.943218,CENGİZLER MARKET,0,SIRASÖĞÜTLER MAH.AYDINLAR CAD.NO:55
0040001869,YELİZ CİVELEK,null,02189,40.718237,29.82806,ŞIMARIK TAKSİM AVM,0,DUMLUPINAR MAH.50.SOKAK NO:9/A
0040001899,MELTEM TUNÇ,null,02223,40.776296,29.80698,GÜVEN BÜFE,0,FATİH SULTAN MAH.SEHER SOK.NO:18/3
0040001908,HÜSEYİN KAYA,null,02247,40.7668694,29.934227,HALİLOĞLU KURUYEMİŞ,0,CEDİT MAH.İNÖNÜ CAD.NO306 A İÇ KAPI NO A
0040001911,SAİM KARATAŞ,GEBZE,02252,40.75919,29.943218,KARATAŞ MARKET,0,DİLİSKELESİ MAH. 712.SOKAK NO:1
0040001931,DEMİR BUÇAK SÖĞÜTÖZÜ,GEBZE,02319,40.75919,29.943218,DEMİR BUÇAK SÖĞÜTÖZÜ LTD,0,MUSTAFA PAŞA MAH. YENİ BAĞDAT CAD. NO:547
0040001934,ÇAĞLAR AKBUDAK,null,02322,40.7677482,29.9618392,AÇIK MARKET,0,YENİŞEHİR MAH.GAZİ MUSTAFA LEMAL BULVARI NO:122/A
0040001937,KEREM ÇETİN,GEBZE,02325,40.75919,29.943218,BAHADIR BÜFE,0,KÖŞKLÜ ÇEŞME CAD. YENİ BAĞDAT CAD. NO:467/F
0040001802,YUNUS EMRE DEMİRCİ,null,02064,40.798453,29.439949,KÖŞEM MARKET,0,SULTAN ORHAN MAH.1113 SOK.NO:22/ C
0040001808,CEMAL TUNCER ,GEBZE,02098,40.79251,29.422522,KOMŞU MARKET ,0,OSMANYILMAZ MAH. İLYAS UZUNER CAD. ERÖN AP. NO:17/A
0040001830,MURAT BEŞİKTAŞ,GEBZE,02132,40.75919,29.943218,GÖZDE MARKET ,0,YAVUZ SELİM MAH. SELİM PAŞA CAD. NO:115
0040001840,GÜRSEL ÇELİK,null,02159,40.750871,30.02486,ÇELİK BAKKAL,0,İSTASYON MAH.EFE SADIK CAD.NO:34 İÇ KAPI A 
0040001853,MUSTAFA TURAN,null,02172,40.771198,29.965063,TURAN MARKET,0,YENİŞEHİR MAH.ASİL KENT SOK.NO:12/1/A
0040001855,YAVUZ SUBAŞI,null,02174,40.75919,29.943218,PARK MARKET,0,FATİH SULTAN MEHMET MAH.OSMANGAZİ CAD.NO:24/C
0040001864,ERCAN KARATAŞ,null,02184,40.759591,29.823015,ÜLFET GIDA,0,SIRRIPAŞA MAH.ÇENEDERE CAD.NO:28/A
0040001875,ADNAN ERÇİN,null,02195,40.749998,29.797979,EKOMİNİ,0,FATİH MAH.CEVHER DUDAYEV CAD.NO:118 İÇ KAPI NO:A
0040001893,HÜSEYİN YÜCEL,null,02215,40.802104,29.974477,GİZEMLİ HEDİYELİK,0,GÜNEY MAH.DEMİRKOL SOK.GÜREL APT.NO:61 İÇ KAPI 3
0040001901,BEKİR ERGÜL,null,02225,40.7595517,29.85886,ERGÜL MARKET,0,ŞİRİNTEPE MAH.KOCATEPE SOK.NO:19/1
0040001915,ERDOĞAN USLU,null,02271,40.77117,30.005807,NEŞE KURUYEMİŞ,0,ALİKAHYA ATATÜRK MAH.FATİH SULTAN MEHMET BULVARI NO:2/C
0040001918,TAYFUN SERT,null,02274,40.763941,29.811537,YÜCEL MARKET ,0,İBNİ SİNA MAH.PİRİ REİS CAD.NO:74/A
0040001923,ARZU GÜNAL,null,02310,40.720722,29.781675,DEĞİRMENDERE İLETİŞİM,0,DEĞİRMENDERE YALI MAH.MİLLET SOK.NO:1/B
0040001924,EMEL ŞENTÜRK,null,02311,40.763087,29.8510278,ŞENTÜRK TİCARET,0,ÇINARLI MAH.BERAT SOK.NO:47
0040001938,MEHDİ ŞENTÜRK,GEBZE,02326,40.75919,29.943218,EFEM BÜFE,0,OSMANYILMAZ MAH. 611. SOKAK DEMİR APT. NO:2
0040001818,GÜLŞEN TUFENK,GEBZE,02113,40.784048,29.411745,KARADENİZ BÜFE,0,İSTASYON MAH. ŞEHİT ABDULLAH HOROZ CAD. NO:10
0040001828,ÖZCAN AKA,İZMİT,02125,40.779303,29.967696,SELVİLİ MARKET,0,Tavşantepe mah. Turan Güneş Cad. No:537 İç Kapı No: A 
0040001829,SUAT NAKAŞ,İZMİT,02126,40.776432,29.972839,NAKKAŞ BÜFE,0,Yahya Kaptan mah. Seymen cad. Kırsal Terminal içi No:39 İzmit/Kocaeli
0040001846,ALİ SEÇER,null,02165,40.775659,29.813,ANADOLU BÜFE,0,YENİKENT MAH.KAZIM KARABEKİR CAD.NO:67
0040001850,İBRAHİM EROL ,GEBZE,02169,40.75919,29.943218,EROL BÜFE,0,GÜZELLER MAH. ŞEHİT MEVLÜD DURU CAD.NO:51 İÇ KAPI NO:A
0040001859,HALİT AYDIN ,GEBZE,02179,40.75919,29.943218,AYDIN BÜFE,0,ADEM YAVUZ MAH. YAVUZ SULTA SELİM CAD. ADEM YAVUZ PAZARYERİ N0:28
0040001862,ABDÜSSAMET ÖZTÜRK,null,02182,40.767119,29.933354,ÇARŞI KURUYEMİŞ,0,ÇUKURBAĞ MAH. İNÖNÜ CAD. NO:177 İZMİT
0040001865,BURHAN NAKAŞ,GEBZE,02185,40.75919,29.943218,NAKAŞ BÜFE,0,KIŞLA DÜZÜ MAH. AKASYA CAD. NO:55
0040001870,MUHAMMED NESİM NALBANT,null,02190,40.714966,29.931721,BAHATTİN USTA,0,SALİH MAH.MİLLET CAD.NO:2/A
0040001890,İBRAHİM TAŞDELEN,null,02212,40.713024,29.946456,YEKTA MARKET,0,CEDİT MAH.DİKİLİ SOK.NO:3 İÇ KAPI NO:2
0040090043,ULAŞIMPARK TELEFERİK İŞLETME,null,02315,40.75919,29.943218,ULAŞIMPARK A.Ş.,0,KOCAELİ KARTEPE
0040001920,YUSUF CAN YILMAZ,null,02307,40.75919,29.943218,YILMAZ GRUP,0,ÇINAR MAH.ANTO CAD.NO:24/4
0040001920,YUSUF CAN YILMAZ,null,02306,40.75919,29.943218,YILMAZ GRUP,0,ÇINAR MAH.ANTO CAD.NO:24/4
0040001933,AYKUT DERECİ,null,02321,40.7516369,29.8054431,UMUT GIDA,0,YAVUZ SULTAN MAH.BARBAROS CAD.NO:61/A
0040001805,DİNÇER ÖNAL ,ÇAYIROVA,02094,40.791174,29.424264,DİNOS GIDA,0,ATATÜRK MAH. ADNAN KAHVESİ CAD. NO:115/B
0040001807,MELEK BAYHAN,null,02096,40.792487,29.972965,KARDEŞLER MARKET,0,YEŞİLOVA MAH.DAĞÇİÇEĞİ SOK.NO:29/A
0040001812,MEHMET ALİ TURANOĞLU,null,02107,40.764402,29.938391,KARAN BÜFE,0,KARABAŞ MAH.HAFIZ BİNBAŞI CAD.NO:10/B
0040001819,NİHAL AYDOSLU,null,02115,40.71388,29.932633,İSKELE ŞARKÜTERİ,0,SALİH MAH.MİLLET CAD.NO:15/A
0040001821,MUHAMMED TALHA YILDIRIM,null,02117,40.75919,29.943218,BMKT DOST GIDA LTD.ŞTİ.,0,ALİKAHYA ATATÜRK MAH.GÜNEYSU CAD.NO:57/A
0040001821,MUHAMMED TALHA YILDIRIM,null,02221,40.767081,30.013478,BMKT DOST GIDA LTD.ŞTİ.,0,ALİKAHYA ATATÜRK MAH.GÜNEYSU CAD.NO:57/A
0040001878,GÖKHAN BÜYÜK,GEBZE,02198,40.75919,29.943218,BÜYÜK BÜFE,0,MUSTAFA PAŞA MAH. MUAMMER AKSOY CAD. NO:13
0040001891,ENES AY,GEBZE,02213,40.75919,29.943218,ÇOTANAK İLETİŞİM,0,YAVUZSELİM MAH. ANKARA CAD. NO:146 
0040001896,BAŞAK DURDU,null,02218,40.76851,29.813203,KARDEŞLER MİNİ MARKET,0,Yenikent mah. Dobra sok. No:18 Derince Kocaeli
0040001905,ERDEM KORAY KESKİN,null,02244,40.7595935,29.8403452,KESKİN BAKKAL,0,ÇINARLI MAH.ÖNDER CAD.ESKİYOL İMARET CAMİ NO:11 İÇ KAPI NO:C 
0040001912,SONGÜL DİNDAR,GEBZE,02253,40.75919,29.943218,DİNDAR BÜFE,0,TATLIKUYU MAH. 1301 SOKAK NO:22
0040001914,İSMAİL CANIM,null,02270,40.7185255,29.8198529,MERT BÜFE,0,MERKEZ MAH.36.SOK.NO:9/D
0040001921,FATİH MUTLU,GEBZE,02308,40.75919,29.943218,DURAK BÜFE,0,MİMAR SİNAN MAH.İSTİKLAL CAD. NO:175
0040001925,MUHİTTİN TOZAN,null,02312,40.7072175,29.9356044,BİZİM MARKET,0,BARBAROS MAH.GAZİ OSMAN PAŞA CAD.NO:10/A
0040001926,VOLKAN GÜRHAN,null,02313,40.7574223,29.8285826,DORUK BÜFE,0,SIRRI PAŞA MAH.DENİZCİLER CAD.NO:114/C
